CoCA (GCoNet_ext-epCoCA): 0.0000 max-Emeasure || 0.6212 S-measure  || 0.0000 max-fm || 1.0000 mae || 0.0000 mean-Emeasure || 0.0000 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7959 max-Emeasure || 0.7470 S-measure  || 0.6056 max-fm || 0.0768 mae || 0.7319 mean-Emeasure || 0.5528 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9067 max-Emeasure || 0.8622 S-measure  || 0.8400 max-fm || 0.0682 mae || 0.8706 mean-Emeasure || 0.8077 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.8910 max-Emeasure || 0.8498 S-measure  || 0.8204 max-fm || 0.0753 mae || 0.8578 mean-Emeasure || 0.7928 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9064 max-Emeasure || 0.8631 S-measure  || 0.8482 max-fm || 0.0656 mae || 0.8794 mean-Emeasure || 0.8293 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9459 max-Emeasure || 0.9104 S-measure  || 0.9123 max-fm || 0.0480 mae || 0.9308 mean-Emeasure || 0.8871 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7977 max-Emeasure || 0.7659 S-measure  || 0.6202 max-fm || 0.0674 mae || 0.7595 mean-Emeasure || 0.5897 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7963 max-Emeasure || 0.7528 S-measure  || 0.6124 max-fm || 0.0776 mae || 0.7435 mean-Emeasure || 0.5707 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9109 max-Emeasure || 0.8662 S-measure  || 0.8509 max-fm || 0.0661 mae || 0.8760 mean-Emeasure || 0.8224 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9139 max-Emeasure || 0.8590 S-measure  || 0.8538 max-fm || 0.0753 mae || 0.8518 mean-Emeasure || 0.8031 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9055 max-Emeasure || 0.8534 S-measure  || 0.8367 max-fm || 0.0776 mae || 0.8495 mean-Emeasure || 0.7936 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7753 max-Emeasure || 0.7399 S-measure  || 0.5963 max-fm || 0.0844 mae || 0.7266 mean-Emeasure || 0.5524 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9355 max-Emeasure || 0.8931 S-measure  || 0.8883 max-fm || 0.0649 mae || 0.8972 mean-Emeasure || 0.8489 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9432 max-Emeasure || 0.9026 S-measure  || 0.9034 max-fm || 0.0569 mae || 0.9163 mean-Emeasure || 0.8651 mean-fm.
Cosal2015 (M-epCosal2015): 0.8886 max-Emeasure || 0.8454 S-measure  || 0.8237 max-fm || 0.0856 mae || 0.8544 mean-Emeasure || 0.7858 mean-fm.
CoCA (M-epCoCA): 0.7144 max-Emeasure || 0.6480 S-measure  || 0.4794 max-fm || 0.1528 mae || 0.6635 mean-Emeasure || 0.4482 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.8910 max-Emeasure || 0.8308 S-measure  || 0.8106 max-fm || 0.0909 mae || 0.8328 mean-Emeasure || 0.7623 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9194 max-Emeasure || 0.8762 S-measure  || 0.8654 max-fm || 0.0638 mae || 0.8858 mean-Emeasure || 0.8334 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9460 max-Emeasure || 0.9068 S-measure  || 0.9097 max-fm || 0.0524 mae || 0.9247 mean-Emeasure || 0.8783 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7551 max-Emeasure || 0.7125 S-measure  || 0.5621 max-fm || 0.1021 mae || 0.6894 mean-Emeasure || 0.5161 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7726 max-Emeasure || 0.7340 S-measure  || 0.5894 max-fm || 0.0855 mae || 0.7109 mean-Emeasure || 0.5406 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9250 max-Emeasure || 0.8828 S-measure  || 0.8725 max-fm || 0.0582 mae || 0.8986 mean-Emeasure || 0.8423 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9380 max-Emeasure || 0.8996 S-measure  || 0.8999 max-fm || 0.0574 mae || 0.9166 mean-Emeasure || 0.8684 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9336 max-Emeasure || 0.8949 S-measure  || 0.8940 max-fm || 0.0597 mae || 0.9132 mean-Emeasure || 0.8627 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9199 max-Emeasure || 0.8801 S-measure  || 0.8675 max-fm || 0.0591 mae || 0.8973 mean-Emeasure || 0.8404 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9172 max-Emeasure || 0.8775 S-measure  || 0.8616 max-fm || 0.0590 mae || 0.8940 mean-Emeasure || 0.8370 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9363 max-Emeasure || 0.8984 S-measure  || 0.8974 max-fm || 0.0567 mae || 0.9184 mean-Emeasure || 0.8687 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7484 max-Emeasure || 0.7192 S-measure  || 0.5661 max-fm || 0.1013 mae || 0.6861 mean-Emeasure || 0.5207 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7814 max-Emeasure || 0.7351 S-measure  || 0.5940 max-fm || 0.0890 mae || 0.7196 mean-Emeasure || 0.5482 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9180 max-Emeasure || 0.8753 S-measure  || 0.8615 max-fm || 0.0627 mae || 0.8911 mean-Emeasure || 0.8351 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9379 max-Emeasure || 0.8974 S-measure  || 0.8999 max-fm || 0.0583 mae || 0.9161 mean-Emeasure || 0.8670 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9357 max-Emeasure || 0.8933 S-measure  || 0.8953 max-fm || 0.0624 mae || 0.9106 mean-Emeasure || 0.8586 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal150): 0.9202 max-Emeasure || 0.8722 S-measure  || 0.8602 max-fm || 0.0655 mae || 0.8851 mean-Emeasure || 0.8233 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal150): 0.9268 max-Emeasure || 0.8844 S-measure  || 0.8751 max-fm || 0.0592 mae || 0.8943 mean-Emeasure || 0.8415 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9400 max-Emeasure || 0.9034 S-measure  || 0.9033 max-fm || 0.0568 mae || 0.9168 mean-Emeasure || 0.8698 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7654 max-Emeasure || 0.7245 S-measure  || 0.5634 max-fm || 0.0911 mae || 0.7052 mean-Emeasure || 0.5272 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8139 max-Emeasure || 0.7387 S-measure  || 0.6077 max-fm || 0.0794 mae || 0.7299 mean-Emeasure || 0.5404 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9056 max-Emeasure || 0.8425 S-measure  || 0.8334 max-fm || 0.0840 mae || 0.8412 mean-Emeasure || 0.7827 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9144 max-Emeasure || 0.8591 S-measure  || 0.8487 max-fm || 0.0729 mae || 0.8622 mean-Emeasure || 0.8105 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9416 max-Emeasure || 0.8994 S-measure  || 0.9021 max-fm || 0.0591 mae || 0.9136 mean-Emeasure || 0.8661 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8260 max-Emeasure || 0.7690 S-measure  || 0.6548 max-fm || 0.0673 mae || 0.7655 mean-Emeasure || 0.5936 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8260 max-Emeasure || 0.7690 S-measure  || 0.6548 max-fm || 0.0673 mae || 0.7655 mean-Emeasure || 0.5936 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9416 max-Emeasure || 0.8994 S-measure  || 0.9021 max-fm || 0.0591 mae || 0.9136 mean-Emeasure || 0.8661 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9144 max-Emeasure || 0.8591 S-measure  || 0.8487 max-fm || 0.0729 mae || 0.8622 mean-Emeasure || 0.8105 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9086 max-Emeasure || 0.8659 S-measure  || 0.8537 max-fm || 0.0656 mae || 0.8789 mean-Emeasure || 0.8287 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9451 max-Emeasure || 0.9069 S-measure  || 0.9133 max-fm || 0.0500 mae || 0.9282 mean-Emeasure || 0.8847 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8112 max-Emeasure || 0.7612 S-measure  || 0.6250 max-fm || 0.0702 mae || 0.7627 mean-Emeasure || 0.5884 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7865 max-Emeasure || 0.7436 S-measure  || 0.6106 max-fm || 0.0830 mae || 0.7230 mean-Emeasure || 0.5498 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7865 max-Emeasure || 0.7436 S-measure  || 0.6106 max-fm || 0.0830 mae || 0.7230 mean-Emeasure || 0.5498 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7975 max-Emeasure || 0.7512 S-measure  || 0.6264 max-fm || 0.0748 mae || 0.7381 mean-Emeasure || 0.5688 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9439 max-Emeasure || 0.9049 S-measure  || 0.9075 max-fm || 0.0586 mae || 0.9109 mean-Emeasure || 0.8685 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9084 max-Emeasure || 0.8599 S-measure  || 0.8537 max-fm || 0.0729 mae || 0.8521 mean-Emeasure || 0.8064 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9175 max-Emeasure || 0.8669 S-measure  || 0.8589 max-fm || 0.0706 mae || 0.8718 mean-Emeasure || 0.8237 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9500 max-Emeasure || 0.9035 S-measure  || 0.9084 max-fm || 0.0624 mae || 0.8938 mean-Emeasure || 0.8533 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9500 max-Emeasure || 0.9035 S-measure  || 0.9084 max-fm || 0.0624 mae || 0.8938 mean-Emeasure || 0.8533 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9549 max-Emeasure || 0.9200 S-measure  || 0.9199 max-fm || 0.0447 mae || 0.9329 mean-Emeasure || 0.8920 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7966 max-Emeasure || 0.7387 S-measure  || 0.5973 max-fm || 0.0835 mae || 0.7306 mean-Emeasure || 0.5556 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9087 max-Emeasure || 0.8687 S-measure  || 0.8542 max-fm || 0.0667 mae || 0.8726 mean-Emeasure || 0.8255 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9165 max-Emeasure || 0.8734 S-measure  || 0.8691 max-fm || 0.0637 mae || 0.8763 mean-Emeasure || 0.8390 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9530 max-Emeasure || 0.9230 S-measure  || 0.9247 max-fm || 0.0440 mae || 0.9351 mean-Emeasure || 0.9019 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7810 max-Emeasure || 0.7472 S-measure  || 0.5943 max-fm || 0.0805 mae || 0.7352 mean-Emeasure || 0.5668 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8373 max-Emeasure || 0.8057 S-measure  || 0.6818 max-fm || 0.0479 mae || 0.7947 mean-Emeasure || 0.6402 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9577 max-Emeasure || 0.9195 S-measure  || 0.9262 max-fm || 0.0451 mae || 0.9339 mean-Emeasure || 0.8946 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9176 max-Emeasure || 0.8627 S-measure  || 0.8630 max-fm || 0.0699 mae || 0.8651 mean-Emeasure || 0.8265 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9176 max-Emeasure || 0.8627 S-measure  || 0.8630 max-fm || 0.0699 mae || 0.8651 mean-Emeasure || 0.8265 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.8808 max-Emeasure || 0.8176 S-measure  || 0.8186 max-fm || 0.0869 mae || 0.8059 mean-Emeasure || 0.7647 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9480 max-Emeasure || 0.9078 S-measure  || 0.9130 max-fm || 0.0518 mae || 0.9115 mean-Emeasure || 0.8774 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8307 max-Emeasure || 0.7747 S-measure  || 0.6464 max-fm || 0.0575 mae || 0.7799 mean-Emeasure || 0.6080 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7768 max-Emeasure || 0.7326 S-measure  || 0.5784 max-fm || 0.0849 mae || 0.7170 mean-Emeasure || 0.5381 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9531 max-Emeasure || 0.9129 S-measure  || 0.9194 max-fm || 0.0508 mae || 0.9195 mean-Emeasure || 0.8867 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9193 max-Emeasure || 0.8661 S-measure  || 0.8716 max-fm || 0.0661 mae || 0.8662 mean-Emeasure || 0.8336 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9143 max-Emeasure || 0.8497 S-measure  || 0.8573 max-fm || 0.0750 mae || 0.8415 mean-Emeasure || 0.8049 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9431 max-Emeasure || 0.8946 S-measure  || 0.9060 max-fm || 0.0594 mae || 0.9004 mean-Emeasure || 0.8699 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7801 max-Emeasure || 0.7305 S-measure  || 0.5809 max-fm || 0.0830 mae || 0.7180 mean-Emeasure || 0.5362 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8024 max-Emeasure || 0.7523 S-measure  || 0.6204 max-fm || 0.0748 mae || 0.7378 mean-Emeasure || 0.5689 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9181 max-Emeasure || 0.8571 S-measure  || 0.8615 max-fm || 0.0706 mae || 0.8523 mean-Emeasure || 0.8145 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9499 max-Emeasure || 0.9098 S-measure  || 0.9159 max-fm || 0.0546 mae || 0.9129 mean-Emeasure || 0.8775 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9449 max-Emeasure || 0.9095 S-measure  || 0.9136 max-fm || 0.0501 mae || 0.9272 mean-Emeasure || 0.8913 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8247 max-Emeasure || 0.7795 S-measure  || 0.6576 max-fm || 0.0636 mae || 0.7818 mean-Emeasure || 0.6214 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9144 max-Emeasure || 0.8673 S-measure  || 0.8674 max-fm || 0.0651 mae || 0.8704 mean-Emeasure || 0.8345 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9144 max-Emeasure || 0.8673 S-measure  || 0.8674 max-fm || 0.0651 mae || 0.8704 mean-Emeasure || 0.8345 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9449 max-Emeasure || 0.9095 S-measure  || 0.9136 max-fm || 0.0501 mae || 0.9272 mean-Emeasure || 0.8913 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8247 max-Emeasure || 0.7795 S-measure  || 0.6576 max-fm || 0.0636 mae || 0.7818 mean-Emeasure || 0.6214 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7952 max-Emeasure || 0.7497 S-measure  || 0.6004 max-fm || 0.0753 mae || 0.7340 mean-Emeasure || 0.5597 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9262 max-Emeasure || 0.8823 S-measure  || 0.8810 max-fm || 0.0598 mae || 0.8843 mean-Emeasure || 0.8453 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9454 max-Emeasure || 0.9129 S-measure  || 0.9181 max-fm || 0.0503 mae || 0.9242 mean-Emeasure || 0.8923 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9577 max-Emeasure || 0.9195 S-measure  || 0.9262 max-fm || 0.0451 mae || 0.9339 mean-Emeasure || 0.8946 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8373 max-Emeasure || 0.8057 S-measure  || 0.6818 max-fm || 0.0479 mae || 0.7947 mean-Emeasure || 0.6402 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9176 max-Emeasure || 0.8627 S-measure  || 0.8630 max-fm || 0.0699 mae || 0.8651 mean-Emeasure || 0.8265 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9181 max-Emeasure || 0.8571 S-measure  || 0.8615 max-fm || 0.0706 mae || 0.8523 mean-Emeasure || 0.8145 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9267 max-Emeasure || 0.8779 S-measure  || 0.8770 max-fm || 0.0622 mae || 0.8773 mean-Emeasure || 0.8354 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9446 max-Emeasure || 0.9082 S-measure  || 0.9127 max-fm || 0.0537 mae || 0.9184 mean-Emeasure || 0.8794 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8091 max-Emeasure || 0.7568 S-measure  || 0.6413 max-fm || 0.0722 mae || 0.7517 mean-Emeasure || 0.5828 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8373 max-Emeasure || 0.8057 S-measure  || 0.6818 max-fm || 0.0479 mae || 0.7947 mean-Emeasure || 0.6402 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSeg183): 0.9577 max-Emeasure || 0.9195 S-measure  || 0.9262 max-fm || 0.0451 mae || 0.9339 mean-Emeasure || 0.8946 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9176 max-Emeasure || 0.8627 S-measure  || 0.8630 max-fm || 0.0699 mae || 0.8651 mean-Emeasure || 0.8265 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9176 max-Emeasure || 0.8627 S-measure  || 0.8630 max-fm || 0.0699 mae || 0.8651 mean-Emeasure || 0.8265 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9577 max-Emeasure || 0.9195 S-measure  || 0.9262 max-fm || 0.0451 mae || 0.9339 mean-Emeasure || 0.8946 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8373 max-Emeasure || 0.8057 S-measure  || 0.6818 max-fm || 0.0479 mae || 0.7947 mean-Emeasure || 0.6402 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8042 max-Emeasure || 0.7503 S-measure  || 0.6119 max-fm || 0.0743 mae || 0.7445 mean-Emeasure || 0.5689 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9504 max-Emeasure || 0.9141 S-measure  || 0.9186 max-fm || 0.0474 mae || 0.9263 mean-Emeasure || 0.8937 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9577 max-Emeasure || 0.9195 S-measure  || 0.9262 max-fm || 0.0451 mae || 0.9339 mean-Emeasure || 0.8946 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8373 max-Emeasure || 0.8057 S-measure  || 0.6818 max-fm || 0.0479 mae || 0.7947 mean-Emeasure || 0.6402 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9176 max-Emeasure || 0.8627 S-measure  || 0.8630 max-fm || 0.0699 mae || 0.8651 mean-Emeasure || 0.8265 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9176 max-Emeasure || 0.8627 S-measure  || 0.8630 max-fm || 0.0699 mae || 0.8651 mean-Emeasure || 0.8265 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9577 max-Emeasure || 0.9195 S-measure  || 0.9262 max-fm || 0.0451 mae || 0.9339 mean-Emeasure || 0.8946 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8373 max-Emeasure || 0.8057 S-measure  || 0.6818 max-fm || 0.0479 mae || 0.7947 mean-Emeasure || 0.6402 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8373 max-Emeasure || 0.8057 S-measure  || 0.6818 max-fm || 0.0479 mae || 0.7947 mean-Emeasure || 0.6402 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9577 max-Emeasure || 0.9195 S-measure  || 0.9262 max-fm || 0.0451 mae || 0.9339 mean-Emeasure || 0.8946 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9176 max-Emeasure || 0.8627 S-measure  || 0.8630 max-fm || 0.0699 mae || 0.8651 mean-Emeasure || 0.8265 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9451 max-Emeasure || 0.9129 S-measure  || 0.9167 max-fm || 0.0501 mae || 0.9245 mean-Emeasure || 0.8904 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8199 max-Emeasure || 0.7658 S-measure  || 0.6353 max-fm || 0.0677 mae || 0.7572 mean-Emeasure || 0.5872 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9329 max-Emeasure || 0.8875 S-measure  || 0.8873 max-fm || 0.0580 mae || 0.8882 mean-Emeasure || 0.8492 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9451 max-Emeasure || 0.9129 S-measure  || 0.9167 max-fm || 0.0501 mae || 0.9245 mean-Emeasure || 0.8904 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8199 max-Emeasure || 0.7658 S-measure  || 0.6353 max-fm || 0.0677 mae || 0.7572 mean-Emeasure || 0.5872 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8128 max-Emeasure || 0.7624 S-measure  || 0.6437 max-fm || 0.0736 mae || 0.7598 mean-Emeasure || 0.5954 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9461 max-Emeasure || 0.9108 S-measure  || 0.9140 max-fm || 0.0505 mae || 0.9241 mean-Emeasure || 0.8860 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9168 max-Emeasure || 0.8701 S-measure  || 0.8658 max-fm || 0.0643 mae || 0.8720 mean-Emeasure || 0.8310 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9329 max-Emeasure || 0.8875 S-measure  || 0.8873 max-fm || 0.0580 mae || 0.8882 mean-Emeasure || 0.8492 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8199 max-Emeasure || 0.7658 S-measure  || 0.6353 max-fm || 0.0677 mae || 0.7572 mean-Emeasure || 0.5872 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9329 max-Emeasure || 0.8875 S-measure  || 0.8873 max-fm || 0.0580 mae || 0.8882 mean-Emeasure || 0.8492 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9451 max-Emeasure || 0.9129 S-measure  || 0.9167 max-fm || 0.0501 mae || 0.9245 mean-Emeasure || 0.8904 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9454 max-Emeasure || 0.9129 S-measure  || 0.9181 max-fm || 0.0503 mae || 0.9242 mean-Emeasure || 0.8923 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.7952 max-Emeasure || 0.7497 S-measure  || 0.6004 max-fm || 0.0753 mae || 0.7340 mean-Emeasure || 0.5597 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9262 max-Emeasure || 0.8823 S-measure  || 0.8810 max-fm || 0.0598 mae || 0.8843 mean-Emeasure || 0.8453 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9269 max-Emeasure || 0.8840 S-measure  || 0.8852 max-fm || 0.0583 mae || 0.8944 mean-Emeasure || 0.8579 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9478 max-Emeasure || 0.9147 S-measure  || 0.9170 max-fm || 0.0476 mae || 0.9326 mean-Emeasure || 0.8943 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8152 max-Emeasure || 0.7729 S-measure  || 0.6521 max-fm || 0.0687 mae || 0.7553 mean-Emeasure || 0.6006 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9532 max-Emeasure || 0.9211 S-measure  || 0.9257 max-fm || 0.0452 mae || 0.9294 mean-Emeasure || 0.8944 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8393 max-Emeasure || 0.7879 S-measure  || 0.6892 max-fm || 0.0595 mae || 0.7814 mean-Emeasure || 0.6269 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9375 max-Emeasure || 0.8892 S-measure  || 0.8909 max-fm || 0.0583 mae || 0.8835 mean-Emeasure || 0.8464 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9195 max-Emeasure || 0.8743 S-measure  || 0.8693 max-fm || 0.0636 mae || 0.8798 mean-Emeasure || 0.8404 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9482 max-Emeasure || 0.9173 S-measure  || 0.9202 max-fm || 0.0480 mae || 0.9303 mean-Emeasure || 0.8942 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8214 max-Emeasure || 0.7736 S-measure  || 0.6533 max-fm || 0.0660 mae || 0.7641 mean-Emeasure || 0.6030 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9531 max-Emeasure || 0.9176 S-measure  || 0.9248 max-fm || 0.0474 mae || 0.9317 mean-Emeasure || 0.8927 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSeg183): 0.8286 max-Emeasure || 0.7638 S-measure  || 0.6480 max-fm || 0.0706 mae || 0.7662 mean-Emeasure || 0.5966 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9284 max-Emeasure || 0.8819 S-measure  || 0.8813 max-fm || 0.0609 mae || 0.8868 mean-Emeasure || 0.8463 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal150): 0.9502 max-Emeasure || 0.9180 S-measure  || 0.9236 max-fm || 0.0457 mae || 0.9310 mean-Emeasure || 0.8976 mean-fm.
